parish,office,district,party,candidate,votes
East Baton Rouge,State House,67th Representative District,D,Lorri Burgess,3036
East Baton Rouge,State House,67th Representative District,D,Yvonne Dorsey Welch,4492
East Baton Rouge,State House,69th Representative District,O,Robelynn Hood Abadie,3091
East Baton Rouge,State House,69th Representative District,R,Gary Beard,11317
East Baton Rouge,State House,69th Representative District,R,Don Simmons,1421
East Baton Rouge,State House,70th Representative District,R,Carl Crane,10319
East Baton Rouge,State House,70th Representative District,R,Donald Gene Luther,1388
East Baton Rouge,State House,70th Representative District,R,Bryce Murray,2294
East Feliciana,State House,72nd Representative District,D,"""Robby"" Carter",1979
East Feliciana,State House,72nd Representative District,R,R. J. Saia,536
St. Helena,State House,72nd Representative District,D,"""Robby"" Carter",2481
St. Helena,State House,72nd Representative District,R,R. J. Saia,677
Tangipahoa,State House,72nd Representative District,D,"""Robby"" Carter",6058
Tangipahoa,State House,72nd Representative District,R,R. J. Saia,1124
West Feliciana,State House,72nd Representative District,D,"""Robby"" Carter",1120
West Feliciana,State House,72nd Representative District,R,R. J. Saia,251
Tangipahoa,State House,73rd Representative District,R,"Charles J. ""Chuck"" Fulda IV",3256
Tangipahoa,State House,73rd Representative District,R,"Henry W. ""Tank"" Powell",9769
St. Tammany,State House,75th Representative District,D,"""Pat"" Hemphill",155
St. Tammany,State House,75th Representative District,D,T. D. Kates,24
St. Tammany,State House,75th Representative District,D,"""Brad"" Lewis",94
St. Tammany,State House,75th Representative District,D,"""Ernie"" Loftice",6
St. Tammany,State House,75th Representative District,D,"Benjamin B. ""Benny"" Rayburn, Jr.",162
St. Tammany,State House,75th Representative District,D,Harold L. Ritchie,82
St. Tammany,State House,75th Representative District,D,Richard Ned Thomas,174
Washington,State House,75th Representative District,D,"""Pat"" Hemphill",1141
Washington,State House,75th Representative District,D,T. D. Kates,891
Washington,State House,75th Representative District,D,"""Brad"" Lewis",1491
Washington,State House,75th Representative District,D,"""Ernie"" Loftice",122
Washington,State House,75th Representative District,D,"Benjamin B. ""Benny"" Rayburn, Jr.",1959
Washington,State House,75th Representative District,D,Harold L. Ritchie,3511
Washington,State House,75th Representative District,D,Richard Ned Thomas,3786
St. Tammany,State House,76th Representative District,R,A. G. Crowe,8865
St. Tammany,State House,76th Representative District,R,Conrad Schimmel,2506
Jefferson,State House,78th Representative District,R,Shirley Bowler,9489
Jefferson,State House,78th Representative District,R,"""Chuck"" Cannon",4344
Jefferson,State House,80th Representative District,R,"Charles D. Lancaster, Jr.",7111
Jefferson,State House,80th Representative District,R,Charles H. Sclafani,2949
Jefferson,State House,81st Representative District,D,"""Mike"" Armato",1138
Jefferson,State House,81st Representative District,R,Gregory Faia,2186
Jefferson,State House,81st Representative District,R,Landon Greene,905
Jefferson,State House,81st Representative District,R,"""Billy"" Kraus",1519
Jefferson,State House,81st Representative District,R,John La Bruzzo,4111
Jefferson,State House,81st Representative District,R,Mickey Landry,3717
Jefferson,State House,81st Representative District,R,Eric Skrmetta,2488
Jefferson,State House,84th Representative District,D,N. J. Damico,8156
Jefferson,State House,84th Representative District,O,Geoffrey Charles Rodriguez,2024
Jefferson,State House,87th Representative District,D,Donald Ray Jones,3191
Jefferson,State House,87th Representative District,D,Derrick Shepherd,4826
Ascension,State House,88th Representative District,O,Willis Blackwell,107
Ascension,State House,88th Representative District,R,Paul Henderson,912
Ascension,State House,88th Representative District,R,"Michael J. ""Mike"" Muller",400
Ascension,State House,88th Representative District,R,"M. J. ""Mert"" Smiley, Jr.",3442
Ascension,State House,88th Representative District,D,Ralph Willie,1251
Livingston,State House,88th Representative District,O,Willis Blackwell,868
Livingston,State House,88th Representative District,R,Paul Henderson,2533
Livingston,State House,88th Representative District,R,"Michael J. ""Mike"" Muller",821
Livingston,State House,88th Representative District,R,"M. J. ""Mert"" Smiley, Jr.",1236
Livingston,State House,88th Representative District,D,Ralph Willie,3330
St. Tammany,State House,89th Representative District,R,"""Chuck"" Billeaud",2497
St. Tammany,State House,89th Representative District,R,Susan Bonnett,3534
St. Tammany,State House,89th Representative District,R,"""Tim"" Burns",6152
St. Tammany,State House,89th Representative District,R,Patrick De Louise,386
St. Tammany,State House,89th Representative District,R,Alice Torry,605
Orleans,State House,91st Representative District,R,"Thomas W. ""Bill"" Axelrad",768
Orleans,State House,91st Representative District,D,Jalila Jefferson,4157
Orleans,State House,91st Representative District,D,Rosalind Magee Peychaud,3793
Orleans,State House,93rd Representative District,D,Karen Carter,5870
Orleans,State House,93rd Representative District,O,"""Les"" Evenchick",754
Orleans,State House,96th Representative District,D,Keisha M. Guichard,3493
Orleans,State House,96th Representative District,D,"Edwin R. ""Ed"" Murray",4598
Orleans,State House,97th Representative District,D,Andre' Haydel,3628
Orleans,State House,97th Representative District,D,Arthur A. Morrell,6747
Orleans,State House,98th Representative District,R,"""Randy"" Evans",2249
Orleans,State House,98th Representative District,D,Cheryl Gray,2915
Orleans,State House,98th Representative District,D,Anne D. Guste,514
Orleans,State House,98th Representative District,D,Rufus Johnson,517
Orleans,State House,98th Representative District,D,Woody Koppel,1444
Orleans,State House,98th Representative District,D,David Napoleon,280
Orleans,State House,98th Representative District,D,David Nowak,47
Orleans,State House,98th Representative District,D,"Glenis M. Scott, Sr.",481
Orleans,State House,99th Representative District,D,Jean Morris Anderson,618
Orleans,State House,99th Representative District,D,"Kemp A. Johnson, Sr.",619
Orleans,State House,99th Representative District,D,Myron Lee,332
Orleans,State House,99th Representative District,D,"Leonard ""Jr."" Lucas",2093
Orleans,State House,99th Representative District,D,Charmaine Marchand,3239
Orleans,State House,99th Representative District,D,Isabell W. Moore,1053
Orleans,State House,99th Representative District,D,"Robert ""Rob"" Slaughter",888
Orleans,State House,99th Representative District,O,Deninah Webb-Goodwin,134
Orleans,State House,100th Representative District,D,"Austin J. Badon, Jr.",3331
Orleans,State House,100th Representative District,D,Dana Henry,2802
Orleans,State House,100th Representative District,D,"Patrick ""Pat"" Swilling",4587
Orleans,State House,101st Representative District,D,"Willie Jones, Jr.",1906
Orleans,State House,101st Representative District,D,Cedric Richmond,6943
Orleans,State House,102nd Representative District,D,"Jeffery ""Jeff"" Arnold",5243
Orleans,State House,102nd Representative District,D,"""Ron"" Guidry",3031
Orleans,State House,103rd Representative District,R,Robert Breaud,220
Orleans,State House,103rd Representative District,R,"""Joe"" Long",211
Orleans,State House,103rd Representative District,D,"Kenneth L. Odinet, Sr.",1617
St. Bernard,State House,103rd Representative District,R,Robert Breaud,1231
St. Bernard,State House,103rd Representative District,R,"""Joe"" Long",2891
St. Bernard,State House,103rd Representative District,D,"Kenneth L. Odinet, Sr.",5724
St. Bernard,State House,104th Representative District,R,"""Mike"" Bayham",5667
St. Bernard,State House,104th Representative District,R,Nita Rusich Hutter,8839
Jefferson,State House,105th Representative District,R,Mark L. Magee,214
Jefferson,State House,105th Representative District,O,"""Bobby"" Riggs",32
Jefferson,State House,105th Representative District,O,Dan Thompson,83
Jefferson,State House,105th Representative District,D,Ernest D. Wooton,1295
Plaquemines,State House,105th Representative District,R,Mark L. Magee,1412
Plaquemines,State House,105th Representative District,O,"""Bobby"" Riggs",369
Plaquemines,State House,105th Representative District,O,Dan Thompson,885
Plaquemines,State House,105th Representative District,D,Ernest D. Wooton,6994
St. Charles,State House,105th Representative District,R,Mark L. Magee,871
St. Charles,State House,105th Representative District,O,"""Bobby"" Riggs",1281
St. Charles,State House,105th Representative District,O,Dan Thompson,184
St. Charles,State House,105th Representative District,D,Ernest D. Wooton,1133
