parish,office,district,party,candidate,votes
East Baton Rouge,State House,62nd Representative District,R,"""Kenny"" Havard",759
East Baton Rouge,State House,62nd Representative District,D,"""Ronnie"" Jett",856
East Feliciana,State House,62nd Representative District,R,"""Bob"" Arnold",1232
East Feliciana,State House,62nd Representative District,D,"""Ken"" Dawson",1190
East Feliciana,State House,62nd Representative District,R,"""Rob"" Farmer",366
East Feliciana,State House,62nd Representative District,R,"""Kenny"" Havard",1788
East Feliciana,State House,62nd Representative District,D,"""Ronnie"" Jett",1545
West Feliciana,State House,62nd Representative District,R,"""Bob"" Arnold",315
West Feliciana,State House,62nd Representative District,D,"""Ken"" Dawson",1183
West Feliciana,State House,62nd Representative District,R,"""Rob"" Farmer",161
West Feliciana,State House,62nd Representative District,R,"""Kenny"" Havard",1686
West Feliciana,State House,62nd Representative District,D,"""Ronnie"" Jett",696
East Baton Rouge,State House,63rd Representative District,D,Dalton Honore,4832
East Baton Rouge,State House,63rd Representative District,N,Hillery Godfred Johnson,328
East Baton Rouge,State House,63rd Representative District,D,"Ronald L. Rodgers, Jr.",1133
East Baton Rouge,State House,63rd Representative District,R,Barbara Thomas,1558
East Baton Rouge,State House,64th Representative District,R,Barry Elkins,1476
East Baton Rouge,State House,64th Representative District,R,Valarie Hodges,2812
Livingston,State House,64th Representative District,R,Barry Elkins,1718
Livingston,State House,64th Representative District,R,Valarie Hodges,4333
East Baton Rouge,State House,67th Representative District,D,Lorri Burgess,1854
East Baton Rouge,State House,67th Representative District,D,Patricia H. Smith,2916
East Baton Rouge,State House,70th Representative District,N,"""Greg"" Baldwin",2033
East Baton Rouge,State House,70th Representative District,R,Franklin Foil,6947
East Feliciana,State House,72nd Representative District,N,"Johnny ""I Can"" Duncan",134
East Feliciana,State House,72nd Representative District,D,John Bel Edwards,551
St. Helena,State House,72nd Representative District,N,"Johnny ""I Can"" Duncan",720
St. Helena,State House,72nd Representative District,D,John Bel Edwards,3839
Tangipahoa,State House,72nd Representative District,N,"Johnny ""I Can"" Duncan",1178
Tangipahoa,State House,72nd Representative District,D,John Bel Edwards,5578
Tangipahoa,State House,73rd Representative District,R,David P. Englade,1740
Tangipahoa,State House,73rd Representative District,R,"""Steve"" Pugh",7464
Ascension,State House,81st Representative District,D,Kevin Hull,200
Ascension,State House,81st Representative District,R,Laura O'Halloran,145
Ascension,State House,81st Representative District,R,Clay Schexnayder,792
Ascension,State House,81st Representative District,R,"""Don"" Wheat",77
Ascension,State House,81st Representative District,R,Gillis Windham,80
Livingston,State House,81st Representative District,D,Kevin Hull,1262
Livingston,State House,81st Representative District,R,Laura O'Halloran,431
Livingston,State House,81st Representative District,R,Clay Schexnayder,1840
Livingston,State House,81st Representative District,R,"""Don"" Wheat",1291
Livingston,State House,81st Representative District,R,Gillis Windham,1285
St. James,State House,81st Representative District,D,Kevin Hull,780
St. James,State House,81st Representative District,R,Laura O'Halloran,106
St. James,State House,81st Representative District,R,Clay Schexnayder,1611
St. James,State House,81st Representative District,R,"""Don"" Wheat",181
St. James,State House,81st Representative District,R,Gillis Windham,118
St. John The Baptist,State House,81st Representative District,D,Kevin Hull,976
St. John The Baptist,State House,81st Representative District,R,Laura O'Halloran,169
St. John The Baptist,State House,81st Representative District,R,Clay Schexnayder,940
St. John The Baptist,State House,81st Representative District,R,"""Don"" Wheat",167
St. John The Baptist,State House,81st Representative District,R,Gillis Windham,143
Jefferson,State House,83rd Representative District,D,Robert E. Billiot,4202
Jefferson,State House,83rd Representative District,D,"Kyle Green, Jr.",3133
Jefferson,State House,85th Representative District,R,Bryan Adams,3942
Jefferson,State House,85th Representative District,R,Stephen Leonard,2948
Tangipahoa,State House,86th Representative District,R,"""Chris"" Broadwater",3337
Tangipahoa,State House,86th Representative District,D,Ivory E. Dyson,889
Tangipahoa,State House,86th Representative District,R,George Holton,2037
Tangipahoa,State House,86th Representative District,R,Joel Morgan,1570
Tangipahoa,State House,86th Representative District,N,David Ridder,1099
Ascension,State House,88th Representative District,R,"John A. ""Johnny"" Berthelot",6766
Ascension,State House,88th Representative District,D,Gary J. Lacombe,1331
Ascension,State House,88th Representative District,R,"Coral ""C.J."" Lambert",1377
St. Tammany,State House,89th Representative District,R,"""Tim"" Burns",6157
St. Tammany,State House,89th Representative District,R,"""Pat"" Phillips",2752
St. Tammany,State House,90th Representative District,R,"""Greg"" Cromer",5030
St. Tammany,State House,90th Representative District,R,"J. ""Ron"" Eldridge",1683
Jefferson,State House,94th Representative District,R,John LaBruzzo,2383
Jefferson,State House,94th Representative District,R,"Nicholas J. ""Nick"" Lorusso",1519
Orleans,State House,94th Representative District,R,John LaBruzzo,1593
Orleans,State House,94th Representative District,R,"Nicholas J. ""Nick"" Lorusso",3798
Livingston,State House,95th Representative District,R,Sherman Q. Mack,6526
Livingston,State House,95th Representative District,N,Matthew Mitchell,682
Livingston,State House,95th Representative District,D,Lonnie Watts,3449
Iberia,State House,96th Representative District,O,Vincent Alexander,71
Iberia,State House,96th Representative District,D,Terry Landry,1097
Iberia,State House,96th Representative District,D,"Raymond ""Shoe-Do"" Lewis",759
Iberia,State House,96th Representative District,O,Eric Martin,1041
Iberia,State House,96th Representative District,D,Richard Potier,32
Iberia,State House,96th Representative District,D,Nary Smith,78
Lafayette,State House,96th Representative District,O,Vincent Alexander,212
Lafayette,State House,96th Representative District,D,Terry Landry,703
Lafayette,State House,96th Representative District,D,"Raymond ""Shoe-Do"" Lewis",63
Lafayette,State House,96th Representative District,O,Eric Martin,535
Lafayette,State House,96th Representative District,D,Richard Potier,58
Lafayette,State House,96th Representative District,D,Nary Smith,50
St. Martin,State House,96th Representative District,O,Vincent Alexander,226
St. Martin,State House,96th Representative District,D,Terry Landry,1139
St. Martin,State House,96th Representative District,D,"Raymond ""Shoe-Do"" Lewis",109
St. Martin,State House,96th Representative District,O,Eric Martin,2184
St. Martin,State House,96th Representative District,D,Richard Potier,521
St. Martin,State House,96th Representative District,D,Nary Smith,365
Orleans,State House,98th Representative District,D,Neil Abramson,5793
Orleans,State House,98th Representative District,R,"John ""Fenn"" French",2078
Orleans,State House,99th Representative District,D,Wesley T. Bishop,4378
Orleans,State House,99th Representative District,D,Samuel Cowart,989
East Baton Rouge,State House,101st Representative District,D,Tiffany Foxworth,1897
East Baton Rouge,State House,101st Representative District,R,Sarah Holliday,850
East Baton Rouge,State House,101st Representative District,D,"Jonathan Holloway, Sr.",505
East Baton Rouge,State House,101st Representative District,D,"Edward ""Ted"" James",2033
East Baton Rouge,State House,101st Representative District,D,"Frederic ""Fred"" Reed",468
East Baton Rouge,State House,101st Representative District,R,Harold Williams,1196
Orleans,State House,102nd Representative District,D,"Jeffery ""Jeff"" Arnold",4970
Orleans,State House,102nd Representative District,D,Carlos Williams,1150
Orleans,State House,103rd Representative District,R,Michael Bayham,115
Orleans,State House,103rd Representative District,R,"""Ray"" Garofalo",146
Orleans,State House,103rd Representative District,D,Chad Lauga,190
Orleans,State House,103rd Representative District,D,Cullen Tonry,66
Plaquemines,State House,103rd Representative District,R,Michael Bayham,121
Plaquemines,State House,103rd Representative District,R,"""Ray"" Garofalo",222
Plaquemines,State House,103rd Representative District,D,Chad Lauga,462
Plaquemines,State House,103rd Representative District,D,Cullen Tonry,81
St. Bernard,State House,103rd Representative District,R,Michael Bayham,3019
St. Bernard,State House,103rd Representative District,R,"""Ray"" Garofalo",3881
St. Bernard,State House,103rd Representative District,D,Chad Lauga,3062
St. Bernard,State House,103rd Representative District,D,Cullen Tonry,2178
St. Tammany,State House,104th Representative District,R,Paul Hollis,3905
St. Tammany,State House,104th Representative District,R,Christopher Trahan,3096
Jefferson,State House,105th Representative District,R,"Harold L. ""Rocky"" Asevedo",1067
Jefferson,State House,105th Representative District,D,"John ""Jay"" Friedman",885
Jefferson,State House,105th Representative District,R,"""Chris"" Leopold",394
Jefferson,State House,105th Representative District,R,Mark Magee,132
Orleans,State House,105th Representative District,R,"Harold L. ""Rocky"" Asevedo",402
Orleans,State House,105th Representative District,D,"John ""Jay"" Friedman",539
Orleans,State House,105th Representative District,R,"""Chris"" Leopold",195
Orleans,State House,105th Representative District,R,Mark Magee,38
Plaquemines,State House,105th Representative District,R,"Harold L. ""Rocky"" Asevedo",2142
Plaquemines,State House,105th Representative District,D,"John ""Jay"" Friedman",1831
Plaquemines,State House,105th Representative District,R,"""Chris"" Leopold",2928
Plaquemines,State House,105th Representative District,R,Mark Magee,259
