parish,office,district,party,candidate,votes
Orleans,U.S. House,1st Congressional District,D,Daniel Zimmerman,1356
St. Charles,U.S. House,1st Congressional District,D,Roy Armstrong,332
St. Charles,U.S. House,1st Congressional District,R,"""Bobby"" Jindal",4248
St. Charles,U.S. House,1st Congressional District,D,"M. V. ""Vinny"" Mendoza",279
St. Charles,U.S. House,1st Congressional District,R,"""Mike"" Rogers",261
St. Charles,U.S. House,1st Congressional District,D,"""Jerry"" Watts",91
St. Charles,U.S. House,1st Congressional District,D,Daniel Zimmerman,157
St. Tammany,U.S. House,1st Congressional District,D,Roy Armstrong,5587
St. Tammany,U.S. House,1st Congressional District,R,"""Bobby"" Jindal",77215
St. Tammany,U.S. House,1st Congressional District,D,"M. V. ""Vinny"" Mendoza",3121
St. Tammany,U.S. House,1st Congressional District,R,"""Mike"" Rogers",2275
St. Tammany,U.S. House,1st Congressional District,D,"""Jerry"" Watts",4063
St. Tammany,U.S. House,1st Congressional District,D,Daniel Zimmerman,3478
Tangipahoa,U.S. House,1st Congressional District,D,Roy Armstrong,3687
Tangipahoa,U.S. House,1st Congressional District,R,"""Bobby"" Jindal",27326
Tangipahoa,U.S. House,1st Congressional District,D,"M. V. ""Vinny"" Mendoza",2244
Tangipahoa,U.S. House,1st Congressional District,R,"""Mike"" Rogers",1558
Tangipahoa,U.S. House,1st Congressional District,D,"""Jerry"" Watts",2132
Tangipahoa,U.S. House,1st Congressional District,D,Daniel Zimmerman,2619
Washington,U.S. House,1st Congressional District,D,Roy Armstrong,1631
Washington,U.S. House,1st Congressional District,R,"""Bobby"" Jindal",10169
Washington,U.S. House,1st Congressional District,D,"M. V. ""Vinny"" Mendoza",1097
Washington,U.S. House,1st Congressional District,R,"""Mike"" Rogers",805
Washington,U.S. House,1st Congressional District,D,"""Jerry"" Watts",1147
Washington,U.S. House,1st Congressional District,D,Daniel Zimmerman,585
Jefferson,U.S. House,2nd Congressional District,D,William J. Jefferson,39035
Jefferson,U.S. House,2nd Congressional District,R,"Arthur L. ""Art"" Schwertz",20992
Orleans,U.S. House,2nd Congressional District,D,William J. Jefferson,134475
Orleans,U.S. House,2nd Congressional District,R,"Arthur L. ""Art"" Schwertz",25105
Ascension,U.S. House,3rd Congressional District,D,Damon J. Baldone,524
Ascension,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,523
Ascension,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,502
Ascension,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",8456
Ascension,U.S. House,3rd Congressional District,R,Craig Romero,1501
Ascension,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",6267
Assumption,U.S. House,3rd Congressional District,D,Damon J. Baldone,535
Assumption,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,327
Assumption,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,272
Assumption,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",6100
Assumption,U.S. House,3rd Congressional District,R,Craig Romero,1205
Assumption,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",1827
Iberia,U.S. House,3rd Congressional District,D,Damon J. Baldone,1282
Iberia,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,1072
Iberia,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,874
Iberia,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",5489
Iberia,U.S. House,3rd Congressional District,R,Craig Romero,17194
Iberia,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",4879
Jefferson,U.S. House,3rd Congressional District,D,Damon J. Baldone,171
Jefferson,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,1004
Jefferson,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,134
Jefferson,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",638
Jefferson,U.S. House,3rd Congressional District,R,Craig Romero,468
Jefferson,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",2081
Lafourche,U.S. House,3rd Congressional District,D,Damon J. Baldone,3255
Lafourche,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,5378
Lafourche,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,1206
Lafourche,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",6709
Lafourche,U.S. House,3rd Congressional District,R,Craig Romero,7039
Lafourche,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",12659
Plaquemines,U.S. House,3rd Congressional District,D,Damon J. Baldone,579
Plaquemines,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,838
Plaquemines,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,311
Plaquemines,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",2147
Plaquemines,U.S. House,3rd Congressional District,R,Craig Romero,2580
Plaquemines,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",4497
St. Bernard,U.S. House,3rd Congressional District,D,Damon J. Baldone,925
St. Bernard,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,2354
St. Bernard,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,779
St. Bernard,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",5074
St. Bernard,U.S. House,3rd Congressional District,R,Craig Romero,7433
St. Bernard,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",11813
St. Charles,U.S. House,3rd Congressional District,D,Damon J. Baldone,1104
St. Charles,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,1308
St. Charles,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,1595
St. Charles,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",3350
St. Charles,U.S. House,3rd Congressional District,R,Craig Romero,1657
St. Charles,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",7261
St. James,U.S. House,3rd Congressional District,D,Damon J. Baldone,653
St. James,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,961
St. James,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,526
St. James,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",4595
St. James,U.S. House,3rd Congressional District,R,Craig Romero,491
St. James,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",2949
St. John The Baptist,U.S. House,3rd Congressional District,D,Damon J. Baldone,2004
St. John The Baptist,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,1479
St. John The Baptist,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,1510
St. John The Baptist,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",5132
St. John The Baptist,U.S. House,3rd Congressional District,R,Craig Romero,1080
St. John The Baptist,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",6386
St. Martin,U.S. House,3rd Congressional District,D,Damon J. Baldone,1130
St. Martin,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,910
St. Martin,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,1050
St. Martin,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",6017
St. Martin,U.S. House,3rd Congressional District,R,Craig Romero,8593
St. Martin,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",4255
St. Mary,U.S. House,3rd Congressional District,D,Damon J. Baldone,1554
St. Mary,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,1141
St. Mary,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,807
St. Mary,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",5305
St. Mary,U.S. House,3rd Congressional District,R,Craig Romero,5258
St. Mary,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",7061
Terrebonne,U.S. House,3rd Congressional District,D,Damon J. Baldone,12067
Terrebonne,U.S. House,3rd Congressional District,D,Charmaine Degruise Caccioppi,2052
Terrebonne,U.S. House,3rd Congressional District,R,Kevin D. Chiasson,784
Terrebonne,U.S. House,3rd Congressional District,D,"""Charlie"" Melancon",4316
Terrebonne,U.S. House,3rd Congressional District,R,Craig Romero,6633
Terrebonne,U.S. House,3rd Congressional District,R,"W.J. ""Billy"" Tauzin III",12745
Allen,U.S. House,5th Congressional District,R,Rodney Alexander,1905
Allen,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",1313
Allen,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",783
Avoyelles,U.S. House,5th Congressional District,R,Rodney Alexander,6735
Avoyelles,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",3110
Avoyelles,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",2797
Caldwell,U.S. House,5th Congressional District,R,Rodney Alexander,2865
Caldwell,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",894
Caldwell,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",583
Catahoula,U.S. House,5th Congressional District,R,Rodney Alexander,2863
Catahoula,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",893
Catahoula,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",543
Concordia,U.S. House,5th Congressional District,R,Rodney Alexander,4645
Concordia,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",2069
Concordia,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",885
East Carroll,U.S. House,5th Congressional District,R,Rodney Alexander,1426
East Carroll,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",1123
East Carroll,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",206
Evangeline,U.S. House,5th Congressional District,R,Rodney Alexander,2982
Evangeline,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",787
Evangeline,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",710
Franklin,U.S. House,5th Congressional District,R,Rodney Alexander,5687
Franklin,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",1617
Franklin,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",780
Iberville,U.S. House,5th Congressional District,R,Rodney Alexander,2274
Iberville,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",2647
Iberville,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",580
Jackson,U.S. House,5th Congressional District,R,Rodney Alexander,5076
Jackson,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",1319
Jackson,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",643
Lasalle,U.S. House,5th Congressional District,R,Rodney Alexander,4195
Lasalle,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",640
Lasalle,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",880
Lincoln,U.S. House,5th Congressional District,R,Rodney Alexander,9764
Lincoln,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",4584
Lincoln,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",1790
Madison,U.S. House,5th Congressional District,R,Rodney Alexander,2277
Madison,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",1457
Madison,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",459
Morehouse,U.S. House,5th Congressional District,R,Rodney Alexander,6535
Morehouse,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",2757
Morehouse,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",1270
Ouachita,U.S. House,5th Congressional District,R,Rodney Alexander,36137
Ouachita,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",14956
Ouachita,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",6849
Pointe Coupee,U.S. House,5th Congressional District,R,Rodney Alexander,1707
Pointe Coupee,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",2121
Pointe Coupee,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",694
Rapides,U.S. House,5th Congressional District,R,Rodney Alexander,23958
Rapides,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",10120
Rapides,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",14379
Richland,U.S. House,5th Congressional District,R,Rodney Alexander,4994
Richland,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",1902
Richland,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",824
Tensas,U.S. House,5th Congressional District,R,Rodney Alexander,1514
Tensas,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",821
Tensas,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",252
Union,U.S. House,5th Congressional District,R,Rodney Alexander,6723
Union,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",1729
Union,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",1022
West Carroll,U.S. House,5th Congressional District,R,Rodney Alexander,3219
West Carroll,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",640
West Carroll,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",505
Winn,U.S. House,5th Congressional District,R,Rodney Alexander,4014
Winn,U.S. House,5th Congressional District,D,"Zelma ""Tisa"" Blakes",1092
Winn,U.S. House,5th Congressional District,R,"John W. ""Jock"" Scott",537
Ascension,U.S. House,6th Congressional District,R,Richard H. Baker,15914
Ascension,U.S. House,6th Congressional District,D,"Rufus Holt Craig, Jr.",2070
Ascension,U.S. House,6th Congressional District,D,"Edward Anthony ""Scott"" Galmon",1192
East Baton Rouge,U.S. House,6th Congressional District,R,Richard H. Baker,117095
East Baton Rouge,U.S. House,6th Congressional District,D,"Rufus Holt Craig, Jr.",38101
East Baton Rouge,U.S. House,6th Congressional District,D,"Edward Anthony ""Scott"" Galmon",13955
East Feliciana,U.S. House,6th Congressional District,R,Richard H. Baker,5720
East Feliciana,U.S. House,6th Congressional District,D,"Rufus Holt Craig, Jr.",1356
East Feliciana,U.S. House,6th Congressional District,D,"Edward Anthony ""Scott"" Galmon",1009
Iberville,U.S. House,6th Congressional District,R,Richard H. Baker,4013
Iberville,U.S. House,6th Congressional District,D,"Rufus Holt Craig, Jr.",1341
Iberville,U.S. House,6th Congressional District,D,"Edward Anthony ""Scott"" Galmon",529
Livingston,U.S. House,6th Congressional District,R,Richard H. Baker,31068
Livingston,U.S. House,6th Congressional District,D,"Rufus Holt Craig, Jr.",4013
Livingston,U.S. House,6th Congressional District,D,"Edward Anthony ""Scott"" Galmon",1794
Pointe Coupee,U.S. House,6th Congressional District,R,Richard H. Baker,3205
Pointe Coupee,U.S. House,6th Congressional District,D,"Rufus Holt Craig, Jr.",641
Pointe Coupee,U.S. House,6th Congressional District,D,"Edward Anthony ""Scott"" Galmon",315
St. Helena,U.S. House,6th Congressional District,R,Richard H. Baker,2129
St. Helena,U.S. House,6th Congressional District,D,"Rufus Holt Craig, Jr.",402
St. Helena,U.S. House,6th Congressional District,D,"Edward Anthony ""Scott"" Galmon",1867
West Baton Rouge,U.S. House,6th Congressional District,R,Richard H. Baker,6966
West Baton Rouge,U.S. House,6th Congressional District,D,"Rufus Holt Craig, Jr.",2096
West Baton Rouge,U.S. House,6th Congressional District,D,"Edward Anthony ""Scott"" Galmon",962
West Feliciana,U.S. House,6th Congressional District,R,Richard H. Baker,2996
West Feliciana,U.S. House,6th Congressional District,D,"Rufus Holt Craig, Jr.",712
West Feliciana,U.S. House,6th Congressional District,D,"Edward Anthony ""Scott"" Galmon",408
Acadia,U.S. House,7th Congressional District,R,"Charles Boustany, Jr.",10900
Acadia,U.S. House,7th Congressional District,D,Malcolm R. Carriere,447
Acadia,U.S. House,7th Congressional District,D,"""Don"" Cravins",6336
Acadia,U.S. House,7th Congressional District,D,Willie Landry Mount,4470
Acadia,U.S. House,7th Congressional District,R,David Thibodaux,2666
Calcasieu,U.S. House,7th Congressional District,R,"Charles Boustany, Jr.",23978
Calcasieu,U.S. House,7th Congressional District,D,Malcolm R. Carriere,1116
Calcasieu,U.S. House,7th Congressional District,D,"""Don"" Cravins",9226
Calcasieu,U.S. House,7th Congressional District,D,Willie Landry Mount,39258
Calcasieu,U.S. House,7th Congressional District,R,David Thibodaux,4508
Cameron,U.S. House,7th Congressional District,R,"Charles Boustany, Jr.",1281
Cameron,U.S. House,7th Congressional District,D,Malcolm R. Carriere,139
Cameron,U.S. House,7th Congressional District,D,"""Don"" Cravins",363
Cameron,U.S. House,7th Congressional District,D,Willie Landry Mount,2130
Cameron,U.S. House,7th Congressional District,R,David Thibodaux,466
Evangeline,U.S. House,7th Congressional District,R,"Charles Boustany, Jr.",2335
Evangeline,U.S. House,7th Congressional District,D,Malcolm R. Carriere,282
Evangeline,U.S. House,7th Congressional District,D,"""Don"" Cravins",3371
Evangeline,U.S. House,7th Congressional District,D,Willie Landry Mount,1230
Evangeline,U.S. House,7th Congressional District,R,David Thibodaux,857
Jefferson Davis,U.S. House,7th Congressional District,R,"Charles Boustany, Jr.",4314
Jefferson Davis,U.S. House,7th Congressional District,D,Malcolm R. Carriere,350
Jefferson Davis,U.S. House,7th Congressional District,D,"""Don"" Cravins",1961
Jefferson Davis,U.S. House,7th Congressional District,D,Willie Landry Mount,4404
Jefferson Davis,U.S. House,7th Congressional District,R,David Thibodaux,1236
Lafayette,U.S. House,7th Congressional District,R,"Charles Boustany, Jr.",42339
Lafayette,U.S. House,7th Congressional District,D,Malcolm R. Carriere,1652
Lafayette,U.S. House,7th Congressional District,D,"""Don"" Cravins",23208
Lafayette,U.S. House,7th Congressional District,D,Willie Landry Mount,8731
Lafayette,U.S. House,7th Congressional District,R,David Thibodaux,11302
St. Landry,U.S. House,7th Congressional District,R,"Charles Boustany, Jr.",11321
St. Landry,U.S. House,7th Congressional District,D,Malcolm R. Carriere,488
St. Landry,U.S. House,7th Congressional District,D,"""Don"" Cravins",17868
St. Landry,U.S. House,7th Congressional District,D,Willie Landry Mount,3808
St. Landry,U.S. House,7th Congressional District,R,David Thibodaux,2525
Vermilion,U.S. House,7th Congressional District,R,"Charles Boustany, Jr.",9293
Vermilion,U.S. House,7th Congressional District,D,Malcolm R. Carriere,703
Vermilion,U.S. House,7th Congressional District,D,"""Don"" Cravins",5056
Vermilion,U.S. House,7th Congressional District,D,Willie Landry Mount,5048
Vermilion,U.S. House,7th Congressional District,R,David Thibodaux,2966
